age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,salary,CLIENT_ID
25, Private,74883, Bachelors,13.0, Never-married, Tech-support, Not-in-family, Asian-Pac-Islander, Female,0,1092,40, Philippines,0,5791
36, Private,376455, Assoc-voc,, Divorced,, Not-in-family, White, Male,0,0,38, United-States,0,802
20, Private,39477, Some-college,10.0, Never-married, Farming-fishing, Not-in-family, White, Female,0,0,40, United-States,0,11464
21, Private,26410, HS-grad,9.0, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,0,16121
90, Private,52386, Some-college,10.0, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,35, United-States,0,25728
59, ?,117751, Assoc-acdm,12.0, Divorced, ?, Not-in-family, White, Male,0,0,8, United-States,0,7385
50, Federal-gov,36489, Some-college,10.0, Divorced, Exec-managerial, Unmarried, White, Male,0,0,40, United-States,0,16883
37, Private,143912, HS-grad,9.0, Divorced, Transport-moving, Not-in-family, White, Male,0,0,50, United-States,0,12855
51, Self-emp-inc,129525, HS-grad,9.0, Never-married, Sales, Other-relative, White, Male,0,0,40, ?,0,12404
18, Private,40829, 11th,7.0, Never-married, Sales, Other-relative, Amer-Indian-Eskimo, Female,0,0,25, United-States,0,4614
54, Local-gov,137678, Some-college,10.0, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States,0,2917
61, Private,668362, 1st-4th,2.0, Widowed, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States,0,4394
23, Private,549349, Some-college,10.0, Never-married, Tech-support, Own-child, White, Male,0,0,40, United-States,0,13648
65, Federal-gov,325089, 10th,6.0, Divorced, Craft-repair, Unmarried, White, Male,0,0,40, United-States,0,17676
45, Self-emp-not-inc,28497, Bachelors,, Married-civ-spouse,, Husband, White, Male,0,1485,70, United-States,1,268
30, Private,399522, 11th,7.0, Married-spouse-absent, Handlers-cleaners, Unmarried, White, Female,0,0,40, United-States,0,23399
21, Private,107882, Assoc-acdm,12.0, Never-married, Other-service, Own-child, White, Female,0,0,9, United-States,0,13716
30, Self-emp-not-inc,223212, Bachelors,13.0, Never-married, Sales, Unmarried, White, Male,0,0,40, United-States,0,15369
63, ?,68954, HS-grad,9.0, Widowed, ?, Not-in-family, Black, Female,0,0,11, United-States,0,22817
57, Private,148315, HS-grad,9.0, Married-civ-spouse, Sales, Husband, White, Male,0,0,30, United-States,0,17834
21, Private,107895, Some-college,10.0, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,35, United-States,0,8555
60, ?,112821, Some-college,10.0, Married-civ-spouse, ?, Husband, White, Male,0,0,35, United-States,1,7792
75, Self-emp-not-inc,146576, Bachelors,13.0, Widowed, Prof-specialty, Unmarried, White, Male,0,0,48, United-States,1,25498
33, Private,80058, HS-grad,9.0, Never-married, Other-service, Own-child, White, Male,0,0,48, United-States,0,2638
52, Private,302847, 11th,7.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,0,19414
23, Private,377121, Some-college,10.0, Never-married, Other-service, Unmarried, White, Female,0,0,25, United-States,0,9489
50, Private,221336, HS-grad,9.0, Divorced, Adm-clerical, Other-relative, Asian-Pac-Islander, Female,0,0,40, Philippines,0,18203
37, Self-emp-not-inc,31670, HS-grad,9.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States,0,7953
54, ?,135840, Some-college,10.0, Married-civ-spouse, ?, Husband, White, Male,0,0,50, United-States,0,26938
22, Private,190625, Some-college,10.0, Never-married, Adm-clerical, Own-child, White, Male,0,0,35, United-States,0,12255
21, Private,169699, HS-grad,9.0, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,0,9089
26, Private,191648, Assoc-acdm,12.0, Never-married, Machine-op-inspct, Other-relative, White, Female,0,0,15, United-States,0,17794
52, Private,128272, HS-grad,9.0, Married-civ-spouse, Sales, Husband, White, Male,0,0,14, United-States,0,13917
25, Private,183575, 11th,7.0, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States,0,26324
20, Private,219122, Some-college,10.0, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States,0,18458
45, Private,61751, HS-grad,9.0, Married-civ-spouse, Other-service, Wife, White, Female,0,0,35, United-States,0,27370
39, Private,206951, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,1,28101
35, Self-emp-not-inc,264627, 11th,7.0, Divorced, Exec-managerial, Unmarried, White, Female,0,0,84, United-States,0,8480
34, Private,244147, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, ?,1,9986
57, Private,135796, 10th,6.0, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,48, United-States,0,32376
21, Private,129232, Some-college,10.0, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States,0,21282
34, Private,104509, Assoc-voc,11.0, Never-married, Prof-specialty, Not-in-family, White, Female,1639,0,20, United-States,0,7702
39, Private,237943, Bachelors,13.0, Married-civ-spouse, Sales, Husband, White, Male,0,0,30, United-States,1,21538
46, Self-emp-inc,214627, Doctorate,16.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States,1,29075
25, Private,113035, Some-college,10.0, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States,0,2473
38, Self-emp-inc,299036, Bachelors,13.0, Married-civ-spouse, Sales, Husband, White, Male,0,0,55, United-States,1,13764
36, Local-gov,103886, Some-college,10.0, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,50, United-States,0,20046
43, Private,104196, Some-college,10.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States,0,9295
58, State-gov,123329, HS-grad,9.0, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,16, United-States,0,28328
23, Private,695136, HS-grad,9.0, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,30, United-States,0,26856
34, Private,181091, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,45, United-States,1,1375
27, Private,56870, HS-grad,9.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,0,12952
50, Self-emp-not-inc,371305, HS-grad,9.0, Married-civ-spouse, Sales, Husband, White, Male,0,1902,60, United-States,1,30107
29, Local-gov,45554, Some-college,10.0, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States,0,429
39, State-gov,114366, Bachelors,13.0, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,35, United-States,0,21143
18, Private,89760, 12th,8.0, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States,0,32217
27, Private,177955, 5th-6th,3.0, Never-married, Priv-house-serv, Other-relative, White, Female,2176,0,40, El-Salvador,0,10669
33, Federal-gov,94193, HS-grad,9.0, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States,0,3199
28, Private,31778, Bachelors,, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States,0,346
22, Private,207782, Assoc-acdm,12.0, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,20, United-States,0,26245
34, Self-emp-not-inc,426431, Bachelors,13.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0,4991
27, Private,401508, HS-grad,9.0, Never-married, Other-service, Unmarried, Black, Female,0,0,40, United-States,0,30069
44, Private,121874, Some-college,10.0, Divorced, Sales, Unmarried, White, Male,0,0,55, United-States,1,20440
39, State-gov,77516, Bachelors,13.0, Never-married, Adm-clerical, Not-in-family, White, Male,2174,0,40, United-States,0,4642
19, ?,124651, 11th,7.0, Never-married, ?, Own-child, Black, Male,0,0,25, United-States,0,5311
37, Private,170020, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0,2305
33, Private,355996, 10th,6.0, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States,0,23002
41, Private,168293, Masters,14.0, Divorced, Exec-managerial, Unmarried, White, Female,0,0,45, United-States,0,31098
23, Private,380281, Assoc-acdm,12.0, Never-married, Other-service, Own-child, White, Male,0,0,25, Columbia,0,10355
65, Private,185001, 10th,6.0, Widowed, Sales, Not-in-family, White, Female,0,0,20, United-States,0,16123
30, Private,104052, HS-grad,9.0, Never-married,, Not-in-family, White, Male,0,1741,42, United-States,0,130
25, Private,53147, Bachelors,13.0, Never-married, Exec-managerial, Own-child, Black, Male,0,0,50, United-States,0,24926
53, Private,311350, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,1,27540
42, Private,344624, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1902,50, United-States,1,26577
46, Private,98350, 10th,6.0, Married-spouse-absent, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,37, China,0,6426
33, Private,112584, Some-college,10.0, Divorced, Sales, Not-in-family, White, Female,0,0,25, United-States,0,31786
32, Private,70985, Assoc-voc,11.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,0,5826
32, Private,226535, HS-grad,9.0, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,0,28279
35, Private,105803, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States,1,23226
41, Private,160785, Assoc-voc,11.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,1,13579
30, Federal-gov,295010, Bachelors,13.0, Never-married, Protective-serv, Not-in-family, White, Female,0,0,60, United-States,1,10824
41, Private,182567, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, ?,1,16430
28, Federal-gov,281860, Bachelors,13.0, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States,0,2878
22, Private,181773, HS-grad,, Never-married, Transport-moving, Own-child, Black, Male,0,0,40, United-States,0,421
38, Private,187847, Assoc-voc,11.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,1,7252
21, Private,189203, Assoc-voc,11.0, Never-married, Protective-serv, Not-in-family, White, Male,0,0,40, United-States,0,10283
62, State-gov,101475, Assoc-acdm,12.0, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States,0,13260
62, Local-gov,407669, 7th-8th,4.0, Widowed, Other-service, Not-in-family, Black, Female,0,0,35, United-States,0,29924
35, Private,36989, HS-grad,9.0, Divorced, Craft-repair, Unmarried, White, Male,0,0,40, United-States,0,24920
34, Private,159929, HS-grad,9.0, Divorced, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States,0,13219
80, Private,157778, Masters,14.0, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,10, United-States,0,30953
33, Private,26973, Assoc-voc,11.0, Married-civ-spouse, Tech-support, Wife, White, Female,0,0,40, United-States,1,27868
25, Private,199224, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States,1,20990
34, Self-emp-inc,157466, HS-grad,9.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,45, United-States,0,11507
42, Private,383493, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,50, United-States,1,6479
29, Private,421065, HS-grad,9.0, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,48, United-States,0,9033
60, Self-emp-not-inc,187794, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,3103,0,60, United-States,1,4469
67, Private,154035, HS-grad,9.0, Widowed, Handlers-cleaners, Other-relative, Black, Male,0,0,32, United-States,0,12445
22, Private,60552, Some-college,10.0, Never-married, Sales, Own-child, White, Female,0,0,40, United-States,0,16604
21, Private,198259, Some-college,10.0, Never-married, Adm-clerical, Own-child, White, Female,0,0,15, United-States,0,16617
42, Local-gov,19700, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,50, United-States,1,2487
27, Private,189462, Masters,14.0, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,46, United-States,0,12481
47, State-gov,103743, 7th-8th,4.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,0,8863
30, Private,122889, Masters,14.0, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,50, India,1,9834
62, Private,197918, HS-grad,9.0, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States,0,20470
48, Self-emp-inc,238966, Some-college,10.0, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States,0,2302
40, Private,173607, 10th,6.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,0,1367
62, Local-gov,291175, Bachelors,13.0, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,48, United-States,0,23096
54, Private,170562, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,48, United-States,1,10738
42, Local-gov,267252, Masters,14.0, Separated, Exec-managerial, Unmarried, Black, Male,0,0,45, United-States,1,1223
41, Private,107584, Some-college,10.0, Separated, Transport-moving, Not-in-family, White, Male,0,0,35, United-States,0,7814
32, Private,96016, Bachelors,13.0, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States,0,32519
51, Private,334679, Assoc-voc,11.0, Widowed, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States,0,24258
34, Private,235124, HS-grad,9.0, Never-married, Other-service, Unmarried, Black, Female,0,0,35, United-States,0,28831
55, Private,176897, Some-college,10.0, Divorced, Tech-support, Not-in-family, White, Male,0,0,40, United-States,0,13729
38, Self-emp-not-inc,164526, Prof-school,15.0, Never-married, Prof-specialty, Not-in-family, White, Male,0,2824,45, United-States,1,4015
59, Private,46466, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,1,8303
31, Private,226756, HS-grad,9.0, Never-married, Adm-clerical, Own-child, Black, Male,0,0,40, United-States,0,3666
24, State-gov,155775, HS-grad,9.0, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States,0,31841
62, State-gov,198686, HS-grad,9.0, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States,0,25876
31, Local-gov,356689, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,0,12534
51, Self-emp-inc,167793, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,40, United-States,1,25082
37, Local-gov,126569, HS-grad,9.0, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,0,8828
29, Private,49087, Assoc-voc,11.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States,0,23701
45, Private,129371, 9th,5.0, Separated, Other-service, Unmarried, Other, Female,0,0,40, Trinadad&Tobago,0,26386
28, Private,55360, Some-college,10.0, Never-married, Sales, Not-in-family, Black, Male,0,0,50, United-States,0,5245
28, Private,64307, 7th-8th,4.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0,30143
18, ?,271935, 11th,7.0, Never-married, ?, Other-relative, White, Female,0,0,20, United-States,0,10179
38, Private,186145, Some-college,10.0, Married-civ-spouse, Sales, Wife, White, Female,0,0,40, United-States,1,18166
50, Local-gov,50178, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,4064,0,55, United-States,0,30639
33, Private,181091, Some-college,10.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,0,7493
25, Private,344804, HS-grad,9.0, Married-civ-spouse, Other-service, Husband, White, Male,0,0,50, Mexico,0,26818
30, Private,293936, HS-grad,9.0, Never-married, Other-service, Not-in-family, White, Male,0,0,50, ?,0,9111
34, Self-emp-not-inc,177639, Assoc-acdm,12.0, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,0,30314
33, Self-emp-not-inc,38223, HS-grad,9.0, Never-married, Farming-fishing, Own-child, White, Male,0,0,70, United-States,0,28195
39, Private,189623, Bachelors,13.0, Divorced, Sales, Unmarried, White, Male,0,0,60, United-States,0,7358
40, Private,307767, HS-grad,9.0, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States,0,28181
29, Local-gov,289991, Masters,14.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States,0,19971
31, Private,211880, Bachelors,13.0, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,0,2777
24, Private,385540, HS-grad,9.0, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Mexico,0,4273
34, Private,136862, 1st-4th,2.0, Never-married, Other-service, Other-relative, White, Female,0,0,40, Guatemala,0,31998
63, Private,167967, Masters,14.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,46, United-States,0,2644
35, Private,331831, Bachelors,13.0, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,0,27837
40, Private,254478, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,50, United-States,1,32013
32, Private,100662, 9th,5.0, Separated, Machine-op-inspct, Unmarried, White, Female,0,0,40, Columbia,0,1756
46, Private,137547, HS-grad,9.0, Divorced, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States,0,5254
44, Private,144067, Bachelors,13.0, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,12, ?,0,25649
33, Private,119176, Some-college,10.0, Widowed, Adm-clerical, Unmarried, White, Female,0,0,40, United-States,0,29419
24, Private,205839, Some-college,10.0, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States,0,30324
41, Private,30759, 7th-8th,4.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States,0,16516
36, Private,250238, 1st-4th,2.0, Never-married, Other-service, Other-relative, Other, Female,0,0,40, El-Salvador,0,10135
33, Self-emp-not-inc,312055, Bachelors,13.0, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States,1,23809
22, Private,315974, Some-college,10.0, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States,0,26501
43, Local-gov,37937, Assoc-acdm,12.0, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,43, United-States,0,22365
32, Self-emp-inc,209691, Bachelors,13.0, Married-civ-spouse,, Husband, White, Male,0,0,50, Canada,0,222
38, Private,210866, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,44, United-States,1,21850
32, Private,131425, Bachelors,13.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States,0,694
34, Self-emp-not-inc,112650, 7th-8th,4.0, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States,0,20685
19, Private,160811, HS-grad,9.0, Never-married, Sales, Own-child, White, Male,0,0,38, United-States,0,31042
49, Local-gov,276247, Some-college,10.0, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States,0,9219
44, Private,467799, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0,1959
30, Self-emp-inc,78530, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,65, Canada,1,3156
47, Self-emp-inc,173783, Bachelors,13.0, Married-civ-spouse, Sales, Husband, White, Male,15024,0,60, United-States,1,20064
35, Private,117166, Bachelors,13.0, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States,0,4804
17, Private,244523, 10th,6.0, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States,0,3691
61, Private,84587, Assoc-voc,11.0, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States,1,14049
31, Private,179013, HS-grad,9.0, Separated, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States,0,22721
37, Local-gov,180342, Bachelors,13.0, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States,1,10943
40, Self-emp-not-inc,237293, Prof-school,15.0, Married-civ-spouse, Prof-specialty, Wife, White, Female,15024,0,40, United-States,1,24045
66, Self-emp-not-inc,174995, Assoc-acdm,12.0, Married-civ-spouse, Craft-repair, Husband, White, Male,2290,0,30, Hungary,0,14091
25, Self-emp-not-inc,189027, HS-grad,9.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,30, United-States,0,9607
36, Private,127306, Bachelors,13.0, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, United-States,0,29906
32, Private,71540, Some-college,10.0, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States,0,10262
42, Private,124792, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, Black, Male,7688,0,45, United-States,1,25157
23, Private,224424, Bachelors,13.0, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States,0,12433
47, Private,199058, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,1,21761
26, Private,236008, Assoc-voc,11.0, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States,0,30793
35, Private,204590, Assoc-voc,11.0, Married-civ-spouse, Other-service, Wife, Black, Female,0,0,40, United-States,1,24727
29, Federal-gov,309778, Some-college,10.0, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States,1,24225
46, Private,278322, Assoc-voc,11.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,1,17716
41, Private,207685, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, ?,0,11841
39, ?,157443, Masters,14.0, Married-civ-spouse, ?, Wife, Asian-Pac-Islander, Female,3464,0,40, ?,0,3171
31, Private,184307, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Jamaica,1,6738
53, Private,182186, 9th,5.0, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Dominican-Republic,0,14638
48, Self-emp-not-inc,200471, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0,19779
20, ?,84375, HS-grad,9.0, Married-civ-spouse, ?, Wife, White, Female,0,0,45, United-States,0,24975
42, Self-emp-not-inc,53956, HS-grad,9.0, Divorced, Exec-managerial, Unmarried, White, Male,0,0,55, United-States,0,1419
29, Local-gov,148182, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, United-States,0,30395
24, Private,92609, Bachelors,13.0, Never-married, Exec-managerial, Own-child, White, Male,0,0,45, United-States,0,22906
54, Private,171924, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,70, United-States,0,6625
19, Private,318002, HS-grad,9.0, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States,0,4659
47, Private,199832, HS-grad,, Married-civ-spouse,, Husband, White, Male,0,0,40, United-States,0,827
37, Private,126954, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,1,17159
56, Local-gov,170217, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0,26751
30, Private,144593, HS-grad,9.0, Never-married, Other-service, Not-in-family, Black, Male,0,0,40, ?,0,32114
32, Private,27882, Some-college,10.0, Never-married, Machine-op-inspct, Other-relative, White, Female,0,2205,40, Holand-Netherlands,0,1226
45, Private,275517, HS-grad,9.0, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, United-States,0,2110
25, State-gov,176162, Bachelors,13.0, Never-married, Protective-serv, Own-child, White, Male,0,0,40, United-States,0,7480
26, Private,71009, Bachelors,13.0, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Philippines,0,24085
31, Private,227886, Some-college,10.0, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,35, United-States,0,14600
35, Local-gov,182570, Assoc-acdm,12.0, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States,1,19341
60, Private,166330, HS-grad,9.0, Married-civ-spouse, Other-service, Wife, White, Female,99999,0,40, United-States,1,13663
29, Private,227890, HS-grad,9.0, Never-married, Protective-serv, Other-relative, Black, Male,0,0,40, United-States,0,19359
24, ?,144898, Some-college,10.0, Never-married, ?, Unmarried, White, Male,0,0,40, United-States,0,17513
60, Private,166330, HS-grad,9.0, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States,0,22425
47, ?,111563, Assoc-voc,11.0, Divorced, ?, Not-in-family, White, Male,0,0,40, United-States,0,13293
45, Self-emp-not-inc,91044, Masters,14.0, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,15, United-States,0,3783
36, Self-emp-not-inc,239415, HS-grad,, Married-civ-spouse,, Husband, White, Male,0,0,35, United-States,0,38
36, Private,160728, HS-grad,9.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,60, United-States,0,15074
52, Private,146567, HS-grad,9.0, Divorced, Machine-op-inspct, Not-in-family, Black, Male,14344,0,40, United-States,1,9964
33, Private,93056, 7th-8th,4.0, Divorced, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States,0,28592
39, Self-emp-inc,126675, Some-college,10.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,25, United-States,0,26551
25, Private,28008, Assoc-acdm,12.0, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States,0,16067
19, Federal-gov,215891, Some-college,10.0, Never-married, Adm-clerical, Own-child, White, Female,0,0,10, United-States,0,3112
43, Local-gov,163434, Bachelors,13.0, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,55, United-States,1,1140
26, Private,198163, Masters,14.0, Married-civ-spouse, Sales, Wife, White, Female,0,0,40, United-States,0,12372
48, Private,176140, 11th,7.0, Divorced, Other-service, Unmarried, Black, Female,0,0,40, United-States,0,27429
45, Private,217654, Some-college,10.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Germany,1,27006
27, Self-emp-inc,114158, Bachelors,13.0, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, United-States,0,29342
35, Private,337286, Masters,14.0, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States,0,4464
37, Private,193855, HS-grad,9.0, Married-civ-spouse,, Husband, White, Male,0,0,45, United-States,0,596
32, Local-gov,84119, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0,8105
44, Private,68729, Some-college,10.0, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,1902,40, United-States,1,26341
39, Private,49436, Assoc-acdm,12.0, Divorced, Prof-specialty, Unmarried, White, Female,0,1380,40, United-States,0,27680
37, Self-emp-not-inc,35330, HS-grad,9.0, Married-civ-spouse, Other-service, Husband, White, Male,0,0,42, United-States,0,6195
59, Local-gov,286967, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States,0,8999
54, Private,172281, Masters,14.0, Divorced, Tech-support, Not-in-family, White, Male,0,0,40, United-States,1,20002
43, Self-emp-not-inc,118261, Masters,14.0, Divorced, Other-service, Unmarried, White, Female,0,0,30, United-States,0,24092
36, Private,186376, Some-college,10.0, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,50, United-States,1,3061
42, Local-gov,121012, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States,1,16179
42, Private,366180, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,55, United-States,1,27861
23, Private,115458, HS-grad,9.0, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States,0,22258
62, Private,183735, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,0,20761
47, Self-emp-not-inc,168109, HS-grad,9.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,15024,0,50, United-States,1,6455
